;"GERÊNCIA DE SUPRIMENTOS
LISTA DE ITENS VIGENTES EM ATAS E CONTRATOS - ATT 12/08/2026";;;;;;;;;;;
;COD. PRODUTO FLUIG;CONTRATO;ENTIDADE;STATUSCONTRATO;FORNECEDOR;DATA INICIO;DATA FIM;IDPRD RM;NOME FANTASIA;DESC. PRODUTO;R$ TOTAL CONTRATO;CNPJ
;001151;2022.0104;CONEF;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;001151;2022.0104;CINDES;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;001151;2022.0104;IEL/ES;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;001151;2022.0104;FINDES;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;001151;2022.0104;SENAI-DR/ES;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;001151;2022.0104;SESI-DR/ES;VENCENDO;MOBILIDADE URBANA TECNOLOGIA LTDA;20/05/2022;20/08/2026;1235;SERVIÇOS DE TRANSPORTE DE PASSAGEIRO COM MOTORISTA;TRANSPORTE DE PASSAGEIRO COM MOTORISTA, COMPLEMENTO: SERVICOS;572.400,00;17.209.332/0001-83
;562888;2022.0101;CINDES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;CONEF;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;FINDES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SESI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;562888;2022.0101;SENAI-DR/ES;VENCENDO;ELECTRIC CONSULTORIA E SERVICOS SOCIEDADE SIMPLES;16/05/2022;16/11/2026;15766;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;CONSULTORIA DE MIGRACAO PARA O MERCADO LIVRE DE ENERGIA;589.464,00;90.495.946/0001-69
;001086;2022.0106;SENAI-DR/ES;VIGENTE;N P EVENTOS E SERVICOS;13/05/2022;13/05/2027;1170;LICENÇA DE SOFTWARE;LICENCIAMENTO, TIPO: SOFTWARE, COMPLEMENTO: LICENCA;10.865,00;07.797.967/0001-95
;569424;2023.0112;SENAI-DR/ES;VIGENTE;NOS ARQUITETOS LTDA;20/04/2022;20/04/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.917.153,11;22.335.648/0001-51
;569424;2023.0112;SESI-DR/ES;VIGENTE;NOS ARQUITETOS LTDA;20/04/2022;20/04/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;1.917.153,11;22.335.648/0001-51
;009101;2022.0060;SENAI-DR/ES;VIGENTE;SSA SOLUÇÕES EM INFORMAÇÃO E CREDITO LTDA;01/04/2022;01/04/2027;9110;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;19.101,60;17.270.793/0001-61
;009101;2022.0060;SESI-DR/ES;VIGENTE;SSA SOLUÇÕES EM INFORMAÇÃO E CREDITO LTDA;01/04/2022;01/04/2027;9110;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;ASSESSORIA E CONSULTORIA ADMINISTRATIVA;19.101,60;17.270.793/0001-61
;564658;2021.0103;CINDES;VIGENTE;GETNET S.A.;03/03/2022;03/03/2027;17544;SERVICOS POR OPERACAO DE CARTAO PARA SOLUCAO DE PAGAMENTO POR MEIO ELETRONICO;SERVICOS POR OPERACAO DE CARTAO PARA SOLUCAO DE PAGAMENTO POR MEIO ELETRONICO;5.223,45;10.440.482/0001-54
;569424;2023.0114;SENAI-DR/ES;VIGENTE;2B PROJETOS LTDA;25/02/2022;25/02/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;2.041.275,90;18.836.246/0001-63
;569424;2023.0114;SESI-DR/ES;VIGENTE;2B PROJETOS LTDA;25/02/2022;25/02/2027;22749;CREDENCIAMENTO - SERVICOS DE PROJETOS DE ENGENHARIA;CREDENCIAMENTO: SERVICO PROJETO ENGENHARIA;2.041.275,90;18.836.246/0001-63
;565962;2022.0041;SESI-DR/ES;VIGENTE;ARGO SEGUROS BRASIL S.A;21/02/2022;21/02/2027;19015;SEGURO DE RESPONSABILIDADE CIVIL;SEGURO RESPONSABILIDADE, TIPO: SEGURO RESPOSANBILIDADE, COMPLEMENTO: CIVIL;138.272,01;14.868.712/0001-31
;555942;2024.0155;SESI-DR/ES;VIGENTE;MTRAB - MEDICINA E SEGURANCA DO TRABALHO;16/02/2022;16/02/2027;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;166.592,00;01.372.746/0001-99
;555953;2024.0173;SESI-DR/ES;VIGENTE;MULTIMAGEM DIAGNOSTICOS LTDA;18/01/2022;18/01/2027;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;20.000,00;27.374.412/0001-48
;561140;2021.0174;FINDES;CADASTRANDO;VITOR SEABRA SOCIEDADE INDIVIDUAL DE ADVOCACIA;23/12/2021;23/08/2026;14469;ASSESSORIA E CONSULTORIA TRIBUTARIA;ASSESSORIA E CONSULTORIA TRIBUTARIA;96.000,00;44.578.269/0001-25
;555942;2024.0308;SESI-DR/ES;VIGENTE;MEDLIN DIAGNOSTICOS LTDA.;21/12/2021;21/12/2026;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;60.000,00;17.902.377/0001-39
;558335;2024.0201;SESI-DR/ES;VIGENTE;TELEMEDIC EIRELI - ME;21/12/2021;21/12/2026;11631;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;CREDENCIAMENTO TELEMEDICINA, TIPO: TELEMEDICINA COM EMISSAO LAUDO;150.000,00;17.677.784/0001-90
;555942;2024.0206;SESI-DR/ES;VIGENTE;CVO CLINICA;20/12/2021;20/12/2026;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;10.000,00;01.630.937/0001-03
;007301;2021.0172;FINDES;VIGENTE;TEIXEIRA DE FREITAS ADVOGADOS;20/12/2021;20/12/2026;7392;ASSESSORIA E CONSULTORIA JURIDICA;ASSESSORIA E CONSULTORIA JURIDICA;96.000,00;09.435.699/0001-97
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SENAI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;001143;2021.0149;SESI-DR/ES;VIGENTE;ELEVADORES MILENIO EIRELI;15/12/2021;15/12/2026;1227;SERVIÇOS DE MANUTENÇÃO ELEVADORES;MANUTENCAO DE ELEVADORE, COMPLEMENTO: SERVICOS ELEVADORES;86.860,08;03.539.398/0001-27
;555942;2024.0226;SESI-DR/ES;VIGENTE;CENTRO MEDICO MARIA ORTIZ - ATRIUM CARDIOLOGIA;13/12/2021;13/12/2026;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;10.000,00;24.287.101/0001-53
;555940;2024.0187;SESI-DR/ES;VIGENTE;CLINICA DRA DIANA;10/12/2021;10/12/2026;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;10.000,00;32.905.025/0001-20
;555942;2024.0187;SESI-DR/ES;VIGENTE;CLINICA DRA DIANA;10/12/2021;10/12/2026;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;10.000,00;32.905.025/0001-20
;555953;2024.0174;SESI-DR/ES;VIGENTE;CLINICA RADIOLOGICA HELIO RIBEIRO SANTOS LTDA;10/12/2021;10/12/2026;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;170.000,00;27.374.412/0004-90
;556143;2024.0184;SESI-DR/ES;VIGENTE;LABORATORIO BAPTISTA DE ANALISES CLINICAS LTDA;08/12/2021;08/12/2026;9456;CREDENCIAMENTO - EXAMES LABORATORIAIS;CREDENCIAMENTO - EXAMES LABORATORIAIS;150.000,00;28.543.700/0001-41
;555940;2024.0166;SESI-DR/ES;VIGENTE;CLINICA CAVALIERI S/S LTDA;08/12/2021;08/12/2026;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;40.000,00;02.159.301/0001-98
;555942;2024.0166;SESI-DR/ES;VIGENTE;CLINICA CAVALIERI S/S LTDA;08/12/2021;08/12/2026;9236;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;CREDENCIAMENTO EXAME MEDICO, COMPLEMENTO: SERVICOS EXAMES MEDICOS;40.000,00;02.159.301/0001-98
;009124;2021.0140;SENAI-DR/ES;VENCENDO;BEST PROJECTS CONSULTORIA E GESTAO LTDA;06/12/2021;03/12/2026;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;495.832,00;25.249.569/0001-16
;009124;2021.0140;SESI-DR/ES;VENCENDO;BEST PROJECTS CONSULTORIA E GESTAO LTDA;06/12/2021;03/12/2026;9140;SERVIÇOS DE MANUTENÇÃO DE SOFTWARE;MANUTENCAO DE SOFTWARE, COMPLEMENTO: SERVICOS;495.832,00;25.249.569/0001-16
;555953;2024.0224;SESI-DR/ES;VENCENDO;SANTA ROSA CENTRO DE IMAGEM;03/12/2021;03/12/2026;9248;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;CREDENCIAMENTO EXAME RADIOLOGICO, COMPLEMENTO: SERVICOS EXAMES RADIOLOGICOS;80.000,00;27.258.524/0001-33
;555940;2024.0185;SESI-DR/ES;VENCENDO;CENOF;03/12/2021;03/12/2026;9232;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;CREDENCIAMENTO CONSULTA, TIPO: CONSULTA MEDICA;20.000,00;02.041.297/0001-69
;566672;2021.0143;SESI-DR/ES;VENCENDO;WP COMPANY COMERCIO E SERVICOS TECNOLOGIA LTDA;02/12/2021;02/12/2026;19725;GARANTIA, MANUTENCAO E SUPORTE POR 12 MESES;GARANTIA MANUTENCAO, COMPLEMENTO: GARANTIA, SUPORTE POR 12 MESES;822.053,12;30.393.954/0001-72
;001150;2021.0143;SESI-DR/ES;VENCENDO;WP COMPANY COMERCIO E SERVICOS TECNOLOGIA LTDA;02/12/2021;02/12/2026;1234;SERVIÇOS DE SUPORTE TÉCNICO À TECNOLOGIA DA INFORMAÇÃO PJ;SUPORTE TECNICO A TECNOLOGIA DA INFORMACAO, COMPLEMENTO: SERVICOS PJ;822.053,12;30.393.954/0001-72
;566661;2021.0143;SESI-DR/ES;VENCENDO;WP COMPANY COMERCIO E SERVICOS TECNOLOGIA LTDA;02/12/2021;02/12/2026;19714;"DISPLAY INTERATIVO FLIP 55""";"DISPLAY, DIMENSAO: 55"", COMPLEMENTO: INTERATIVO FLIP";822.053,12;30.393.954/0001-72
;566660;2021.0143;SESI-DR/ES;VENCENDO;WP COMPANY COMERCIO E SERVICOS TECNOLOGIA LTDA;02/12/2021;02/12/2026;19713;"RACK PADRAO 16U - 19""  BRANCO";"RACK, DIMENSAO: 16U 19"", COMPLEMENTO: PADRAO BRANCO";822.053,12;30.393.954/0001-72
;566659;2021.0143;SESI-DR/ES;VENCENDO;WP COMPANY COMERCIO E SERVICOS TECNOLOGIA LTDA;02/12/2021;02/12/2026;19712;NOBREAK 6000VA;NOBREAK, COMPLEMENTO: 6000VA;822.053,12;30.393.954/0001-72
